exposure_id,exposure_ts,group,device,converted,revenue
2319,2024-10-30 04:43:06,treatment,Desktop,0,0.0
2320,2025-07-01 18:57:04,control,Desktop,1,36.16
2321,2025-06-10 19:51:31,control,Desktop,0,0.0
2322,2024-11-24 08:12:06,treatment,Desktop,0,0.0
2323,2024-12-27 00:25:18,treatment,Desktop,0,0.0
2324,2024-11-24 06:11:28,treatment,Desktop,0,0.0
2325,2025-08-31 01:03:59,treatment,Tablet,0,0.0
2326,2025-04-20 03:22:54,treatment,Mobile,0,0.0
2327,2025-01-15 19:04:44,control,Desktop,0,0.0
2328,2024-07-20 16:52:10,control,Desktop,0,0.0
2329,2024-06-05 11:04:03,control,Mobile,0,0.0
2330,2025-09-05 07:19:48,control,Mobile,0,0.0
2331,2025-04-18 14:52:22,control,Tablet,0,0.0
2332,2024-07-04 21:42:00,treatment,Desktop,0,0.0
2333,2025-02-22 16:35:06,treatment,Mobile,1,135.2
2334,2025-07-12 02:26:33,control,Desktop,0,0.0
2335,2025-04-15 10:29:51,control,Desktop,0,0.0
2336,2024-11-20 10:17:12,control,Desktop,0,0.0
2337,2025-03-13 06:13:58,control,Desktop,0,0.0
2338,2024-10-28 13:45:55,treatment,Desktop,0,0.0
2339,2024-08-11 04:16:25,treatment,Desktop,0,0.0
2340,2025-03-27 14:13:24,treatment,Desktop,0,0.0
2341,2024-07-12 02:07:34,treatment,Mobile,0,0.0
2342,2024-11-02 15:04:42,treatment,Desktop,0,0.0
2343,2025-04-27 01:18:20,control,Desktop,0,0.0
2344,2025-09-05 21:08:47,treatment,Desktop,0,0.0
2345,2025-09-06 03:45:30,treatment,Desktop,1,172.26
2346,2024-06-14 18:53:49,control,Desktop,0,0.0
2347,2024-05-20 16:25:16,control,Desktop,0,0.0
2348,2024-12-21 00:40:30,treatment,Mobile,0,0.0
2349,2024-08-12 00:32:20,treatment,Desktop,0,0.0
2350,2024-08-26 22:24:32,treatment,Mobile,0,0.0
2351,2025-07-07 10:15:45,control,Desktop,0,0.0
2352,2025-03-13 01:57:36,treatment,Desktop,1,30.15
2353,2024-04-18 07:54:27,control,Desktop,0,0.0
2354,2024-12-30 18:42:48,treatment,Desktop,0,0.0
2355,2024-09-05 06:30:47,treatment,Desktop,0,0.0
2356,2025-07-31 18:04:12,treatment,Desktop,0,0.0
2357,2025-02-02 15:01:25,control,Desktop,0,0.0
2358,2025-05-06 14:34:11,treatment,Mobile,0,0.0
2359,2024-05-05 17:49:43,treatment,Desktop,0,0.0
2360,2024-11-10 14:42:36,treatment,Desktop,0,0.0
2361,2025-04-03 02:08:43,treatment,Tablet,0,0.0
2362,2025-02-27 06:14:37,control,Tablet,0,0.0
2363,2025-06-03 16:05:28,treatment,Mobile,0,0.0
2364,2025-08-25 19:43:23,control,Desktop,0,0.0
2365,2024-11-25 20:16:21,control,Desktop,1,278.24
2366,2024-06-21 05:47:08,treatment,Mobile,0,0.0
2367,2024-03-27 20:32:31,treatment,Desktop,0,0.0
2368,2025-08-03 06:15:53,control,Mobile,0,0.0
2369,2024-08-17 18:10:44,control,Desktop,0,0.0
2370,2024-09-08 21:05:27,control,Mobile,0,0.0
2371,2025-06-16 01:00:37,control,Tablet,0,0.0
2372,2024-04-06 13:49:37,treatment,Mobile,0,0.0
2373,2024-06-29 21:25:18,treatment,Desktop,0,0.0
2374,2024-12-23 04:42:12,treatment,Desktop,0,0.0
2375,2024-12-10 20:15:42,treatment,Desktop,0,0.0
2376,2025-01-08 19:29:19,control,Desktop,0,0.0
2377,2025-01-15 08:51:21,control,Desktop,0,0.0
2378,2025-07-19 20:39:21,treatment,Mobile,0,0.0
2379,2024-06-13 15:11:48,control,Tablet,0,0.0
2380,2025-02-07 10:48:31,control,Mobile,0,0.0
2381,2025-04-19 23:20:19,control,Mobile,0,0.0
2382,2025-02-14 17:18:50,control,Mobile,0,0.0
2383,2024-06-21 22:27:19,treatment,Desktop,0,0.0
2384,2024-12-22 07:54:45,treatment,Tablet,0,0.0
2385,2025-08-07 21:03:02,treatment,Desktop,0,0.0
2386,2025-01-09 23:51:59,treatment,Desktop,0,0.0
2387,2025-08-18 14:43:10,treatment,Desktop,0,0.0
2388,2024-03-28 05:30:08,treatment,Mobile,0,0.0
2389,2024-04-14 09:16:34,treatment,Desktop,0,0.0
2390,2025-05-02 02:10:33,treatment,Mobile,0,0.0
2391,2025-06-12 10:20:49,treatment,Desktop,0,0.0
2392,2025-01-22 23:31:25,control,Desktop,0,0.0
2393,2025-06-16 19:58:19,treatment,Mobile,0,0.0
2394,2024-08-06 22:19:28,treatment,Tablet,0,0.0
2395,2025-02-27 17:45:23,treatment,Desktop,0,0.0
2396,2025-07-28 10:54:52,control,Desktop,0,0.0
2397,2025-07-25 06:03:43,treatment,Mobile,0,0.0
2398,2024-08-30 06:24:35,control,Tablet,0,0.0
2399,2025-07-26 11:26:10,control,Desktop,0,0.0
2400,2025-05-21 06:47:22,control,Desktop,0,0.0
2401,2024-04-13 15:26:14,control,Desktop,0,0.0
2402,2025-07-30 19:15:01,control,Tablet,0,0.0
2403,2025-08-13 19:54:18,treatment,Desktop,0,0.0
2404,2024-10-01 11:52:25,treatment,Desktop,0,0.0
2405,2025-08-19 01:27:15,treatment,Mobile,1,19.98
2406,2025-06-17 23:57:07,control,Mobile,0,0.0
2407,2025-06-30 20:16:39,control,Desktop,0,0.0
2408,2024-08-12 07:08:39,control,Desktop,0,0.0
2409,2024-09-02 12:53:15,treatment,Mobile,0,0.0
2410,2025-02-09 08:46:05,treatment,Mobile,0,0.0
2411,2025-02-14 03:38:09,control,Desktop,0,0.0
2412,2025-03-10 04:59:05,treatment,Mobile,0,0.0
2413,2024-08-10 18:46:55,control,Desktop,0,0.0
2414,2024-12-16 06:26:59,control,Desktop,0,0.0
2415,2025-07-04 00:40:39,treatment,Tablet,0,0.0
2416,2024-10-08 16:14:34,control,Desktop,0,0.0
2417,2025-05-15 06:54:36,control,Mobile,1,82.2
2418,2024-09-09 12:23:10,treatment,Desktop,1,27.86
2419,2025-04-03 01:12:22,control,Desktop,0,0.0
2420,2025-05-27 08:39:04,control,Desktop,0,0.0
2421,2025-04-14 02:24:49,treatment,Mobile,0,0.0
2422,2024-10-05 06:04:27,treatment,Mobile,0,0.0
2423,2024-06-12 22:05:39,treatment,Tablet,0,0.0
2424,2024-08-31 20:58:58,treatment,Desktop,0,0.0
2425,2025-03-06 12:58:58,treatment,Desktop,0,0.0
2426,2025-07-21 19:54:07,treatment,Mobile,0,0.0
2427,2025-06-08 12:17:37,treatment,Desktop,0,0.0
2428,2024-04-20 05:19:55,control,Desktop,0,0.0
2429,2024-11-07 22:44:36,treatment,Mobile,0,0.0
2430,2024-06-22 01:13:48,treatment,Desktop,0,0.0
2431,2024-08-16 09:42:17,treatment,Desktop,0,0.0
2432,2025-01-07 16:15:00,control,Desktop,0,0.0
2433,2024-11-27 10:55:55,treatment,Desktop,0,0.0
2434,2025-06-08 18:23:36,treatment,Desktop,0,0.0
2435,2025-01-18 11:56:06,control,Desktop,0,0.0
2436,2024-06-12 22:34:17,control,Desktop,0,0.0
2437,2025-08-08 23:20:53,control,Desktop,0,0.0
2438,2024-11-28 15:29:44,treatment,Desktop,0,0.0
2439,2025-04-16 07:31:40,control,Mobile,1,45.63
2440,2024-12-03 21:23:13,treatment,Desktop,0,0.0
2441,2024-11-01 09:28:23,control,Desktop,1,168.0
2442,2024-10-31 20:57:47,control,Mobile,0,0.0
2443,2025-05-13 08:32:44,treatment,Desktop,0,0.0
2444,2024-04-06 15:20:15,control,Desktop,0,0.0
2445,2025-02-10 09:37:51,control,Mobile,0,0.0
2446,2024-12-18 14:38:07,treatment,Desktop,0,0.0
2447,2024-04-30 13:30:00,treatment,Desktop,0,0.0
2448,2025-08-04 22:55:00,treatment,Desktop,0,0.0
2449,2025-07-17 23:55:34,control,Mobile,0,0.0
2450,2024-04-02 01:47:45,control,Desktop,0,0.0
2451,2025-02-26 09:42:35,treatment,Mobile,0,0.0
2452,2025-01-05 12:24:46,control,Desktop,0,0.0
2453,2024-05-04 18:30:10,control,Tablet,0,0.0
2454,2024-11-16 08:22:42,control,Desktop,0,0.0
2455,2025-01-13 19:26:43,treatment,Mobile,0,0.0
2456,2025-06-21 04:21:21,control,Mobile,0,0.0
2457,2024-07-17 22:56:51,control,Desktop,0,0.0
2458,2025-08-26 00:48:28,treatment,Mobile,0,0.0
2459,2025-08-20 14:56:49,control,Desktop,0,0.0
2460,2025-04-03 22:17:52,treatment,Desktop,0,0.0
2461,2024-05-28 07:23:49,treatment,Mobile,0,0.0
2462,2024-08-31 22:05:26,control,Mobile,0,0.0
2463,2024-05-10 19:27:25,control,Tablet,0,0.0
2464,2025-01-18 02:02:34,control,Desktop,0,0.0
2465,2025-06-26 16:08:54,control,Desktop,0,0.0
2466,2024-11-22 04:50:50,treatment,Mobile,0,0.0
2467,2024-06-15 01:39:14,control,Mobile,0,0.0
2468,2025-01-18 11:39:10,control,Mobile,0,0.0
2469,2024-08-17 23:42:24,control,Mobile,0,0.0
2470,2024-11-18 13:37:51,treatment,Desktop,0,0.0
2471,2024-06-16 05:51:24,control,Desktop,0,0.0
2472,2025-03-17 22:48:26,control,Desktop,0,0.0
2473,2025-05-11 08:25:16,control,Desktop,0,0.0
2474,2025-05-26 10:24:54,treatment,Desktop,0,0.0
2475,2025-01-27 07:16:27,treatment,Desktop,0,0.0
2476,2024-10-22 17:25:29,treatment,Desktop,0,0.0
2477,2025-02-16 05:37:05,control,Mobile,0,0.0
2478,2025-06-29 09:52:44,control,Desktop,0,0.0
2479,2024-06-17 19:20:51,treatment,Desktop,0,0.0
2480,2024-09-11 13:15:48,control,Tablet,0,0.0
2481,2024-09-26 10:56:31,control,Desktop,0,0.0
2482,2025-07-19 17:45:09,control,Desktop,0,0.0
2483,2024-06-11 16:26:54,treatment,Desktop,0,0.0
2484,2024-08-04 20:12:49,treatment,Desktop,0,0.0
2485,2025-07-01 04:05:14,treatment,Mobile,0,0.0
2486,2025-04-19 21:04:34,control,Desktop,0,0.0
2487,2025-09-10 08:03:18,treatment,Mobile,0,0.0
2488,2024-08-01 10:29:47,treatment,Mobile,0,0.0
2489,2024-04-03 21:23:39,treatment,Desktop,0,0.0
2490,2024-08-09 21:07:13,treatment,Desktop,0,0.0
2491,2024-04-01 13:27:09,control,Desktop,0,0.0
2492,2025-04-08 06:42:30,treatment,Mobile,0,0.0
2493,2024-04-07 12:11:18,treatment,Desktop,0,0.0
2494,2025-05-06 23:43:38,treatment,Mobile,0,0.0
2495,2024-06-10 15:59:40,control,Mobile,0,0.0
2496,2024-12-22 11:01:57,treatment,Desktop,0,0.0
2497,2024-10-07 22:16:09,treatment,Mobile,0,0.0
2498,2024-11-13 21:32:42,control,Mobile,0,0.0
2499,2025-09-08 15:56:35,treatment,Desktop,0,0.0
2500,2025-02-06 16:53:58,control,Desktop,0,0.0
2501,2024-04-18 00:06:17,control,Desktop,0,0.0
2502,2024-06-02 08:11:15,treatment,Desktop,0,0.0
2503,2024-10-23 18:18:40,treatment,Mobile,0,0.0
2504,2025-05-08 06:15:22,treatment,Tablet,0,0.0
2505,2025-01-22 17:15:25,treatment,Mobile,0,0.0
2506,2024-04-25 22:09:32,treatment,Desktop,0,0.0
2507,2024-06-28 12:09:50,treatment,Mobile,0,0.0
2508,2024-12-19 12:30:29,treatment,Desktop,0,0.0
2509,2025-09-08 11:08:38,control,Desktop,0,0.0
2510,2024-11-05 01:55:25,control,Desktop,0,0.0
2511,2024-11-03 21:33:18,control,Desktop,0,0.0
2512,2024-04-25 19:25:15,treatment,Desktop,0,0.0
2513,2024-11-17 12:55:33,control,Desktop,1,56.28
2514,2024-12-22 00:32:27,control,Desktop,0,0.0
2515,2024-10-21 05:38:02,control,Tablet,0,0.0
2516,2024-05-26 16:41:29,control,Desktop,0,0.0
2517,2024-12-25 10:49:26,control,Desktop,0,0.0
2518,2024-06-09 05:26:16,treatment,Desktop,0,0.0
2519,2024-08-06 14:34:58,treatment,Mobile,0,0.0
2520,2024-07-11 02:26:07,treatment,Mobile,0,0.0
2521,2025-02-11 08:37:25,control,Desktop,0,0.0
2522,2024-11-10 22:42:36,treatment,Desktop,0,0.0
2523,2025-01-11 00:30:47,treatment,Desktop,0,0.0
2524,2025-05-08 00:00:08,treatment,Desktop,0,0.0
2525,2025-09-08 04:22:09,treatment,Desktop,0,0.0
2526,2025-03-22 09:10:12,treatment,Desktop,0,0.0
2527,2025-06-02 02:49:15,treatment,Desktop,1,28.13
2528,2025-01-08 19:17:45,control,Mobile,0,0.0
2529,2025-01-23 23:42:01,treatment,Desktop,0,0.0
2530,2025-05-01 08:22:27,control,Desktop,0,0.0
2531,2024-10-20 20:25:26,control,Desktop,0,0.0
2532,2024-06-08 15:39:00,control,Desktop,0,0.0
2533,2024-05-11 06:36:05,treatment,Mobile,0,0.0
2534,2025-04-29 23:51:32,control,Mobile,0,0.0
2535,2025-08-31 19:36:08,treatment,Desktop,0,0.0
2536,2024-11-21 11:25:30,control,Desktop,0,0.0
2537,2025-07-22 09:56:17,control,Mobile,0,0.0
2538,2024-07-21 20:32:18,control,Desktop,0,0.0
2539,2024-10-03 00:15:19,control,Desktop,0,0.0
2540,2025-04-21 20:52:45,treatment,Desktop,0,0.0
2541,2024-11-12 22:59:02,control,Mobile,0,0.0
2542,2025-05-23 15:35:07,control,Mobile,0,0.0
2543,2025-07-17 08:40:07,treatment,Mobile,0,0.0
2544,2024-08-15 13:04:05,control,Mobile,0,0.0
2545,2025-05-23 14:52:22,control,Desktop,0,0.0
2546,2025-08-25 11:45:51,treatment,Desktop,0,0.0
2547,2024-10-24 17:45:07,treatment,Desktop,0,0.0
2548,2025-02-17 23:27:37,control,Desktop,0,0.0
2549,2025-06-06 05:37:10,treatment,Desktop,0,0.0
2550,2025-08-12 04:45:03,treatment,Desktop,0,0.0
2551,2024-12-25 12:35:17,treatment,Desktop,0,0.0
2552,2025-03-16 00:15:59,treatment,Mobile,0,0.0
2553,2025-04-19 20:25:57,control,Desktop,0,0.0
2554,2024-08-07 12:51:27,treatment,Desktop,0,0.0
2555,2025-06-05 09:50:06,treatment,Mobile,0,0.0
2556,2025-08-18 10:17:05,control,Desktop,0,0.0
2557,2025-08-08 02:10:10,treatment,Desktop,0,0.0
2558,2024-08-12 02:25:30,treatment,Mobile,0,0.0
2559,2024-12-01 17:13:33,treatment,Desktop,0,0.0
2560,2025-02-01 14:53:24,treatment,Mobile,0,0.0
2561,2024-07-26 15:19:27,control,Mobile,0,0.0
2562,2025-09-03 15:29:06,control,Desktop,0,0.0
2563,2024-09-24 18:51:50,control,Tablet,0,0.0
2564,2025-01-17 07:50:04,control,Mobile,0,0.0
2565,2024-05-12 02:23:46,treatment,Mobile,0,0.0
2566,2024-05-20 14:36:47,control,Desktop,0,0.0
2567,2024-04-16 21:09:50,treatment,Mobile,0,0.0
2568,2025-03-09 03:28:00,treatment,Desktop,0,0.0
2569,2025-04-10 10:49:25,control,Desktop,0,0.0
2570,2024-07-28 21:34:07,treatment,Desktop,0,0.0
2571,2024-04-12 19:55:23,control,Desktop,0,0.0
2572,2024-07-12 04:16:35,control,Desktop,0,0.0
2573,2025-06-09 09:47:13,treatment,Mobile,0,0.0
2574,2025-09-06 00:08:05,control,Desktop,0,0.0
2575,2024-09-02 03:36:36,treatment,Desktop,0,0.0
2576,2024-12-26 21:21:56,treatment,Desktop,0,0.0
2577,2025-02-28 21:16:48,control,Mobile,0,0.0
2578,2025-06-10 01:46:12,treatment,Mobile,0,0.0
2579,2025-04-16 08:40:12,treatment,Desktop,0,0.0
2580,2024-11-05 04:03:43,treatment,Desktop,0,0.0
2581,2024-12-27 23:50:11,treatment,Desktop,0,0.0
2582,2024-05-22 01:56:47,control,Tablet,0,0.0
2583,2025-07-12 18:28:35,control,Mobile,0,0.0
2584,2025-05-23 01:05:21,treatment,Mobile,0,0.0
2585,2024-10-15 07:39:52,control,Mobile,0,0.0
2586,2024-10-13 15:10:34,control,Desktop,0,0.0
2587,2025-05-23 22:26:50,control,Desktop,0,0.0
2588,2025-08-22 05:28:53,treatment,Mobile,0,0.0
2589,2024-05-20 15:10:34,control,Desktop,0,0.0
2590,2024-05-18 23:07:10,control,Desktop,0,0.0
2591,2025-03-31 20:56:50,control,Mobile,0,0.0
2592,2024-06-13 19:50:30,treatment,Mobile,1,81.42
2593,2024-09-17 21:39:48,treatment,Desktop,1,15.55
2594,2025-01-13 16:18:43,control,Desktop,0,0.0
2595,2024-05-04 11:58:04,control,Desktop,0,0.0
2596,2025-02-21 18:32:10,treatment,Mobile,0,0.0
2597,2024-06-24 15:32:26,control,Desktop,0,0.0
2598,2024-12-16 12:19:31,treatment,Desktop,0,0.0
2599,2024-06-04 10:49:58,control,Desktop,0,0.0
2600,2025-05-15 11:49:12,control,Desktop,0,0.0
2601,2024-10-05 02:53:28,control,Mobile,0,0.0
2602,2025-02-28 15:16:27,control,Desktop,0,0.0
2603,2025-07-05 21:50:54,control,Desktop,0,0.0
2604,2024-07-03 18:05:09,control,Tablet,0,0.0
2605,2025-08-16 23:43:48,treatment,Mobile,0,0.0
2606,2024-08-31 21:31:35,treatment,Tablet,0,0.0
2607,2024-09-12 02:27:09,treatment,Mobile,0,0.0
2608,2025-05-27 06:56:59,treatment,Tablet,0,0.0
2609,2024-10-18 19:13:06,control,Desktop,0,0.0
2610,2025-02-07 02:29:53,control,Desktop,0,0.0
2611,2024-08-30 02:32:20,treatment,Desktop,0,0.0
2612,2025-05-28 12:01:37,control,Desktop,0,0.0
2613,2024-07-13 06:20:57,treatment,Mobile,1,40.48
2614,2024-04-10 12:52:04,treatment,Tablet,0,0.0
2615,2025-06-24 21:35:28,control,Desktop,0,0.0
2616,2025-07-11 14:31:17,control,Desktop,0,0.0
2617,2025-01-17 18:38:33,control,Mobile,0,0.0
2618,2024-08-15 05:57:52,control,Desktop,0,0.0
2619,2024-04-18 07:35:16,control,Mobile,0,0.0
2620,2025-07-10 19:43:22,treatment,Tablet,0,0.0
2621,2024-10-14 21:57:53,treatment,Mobile,0,0.0
2622,2024-12-14 19:39:50,control,Mobile,0,0.0
2623,2024-05-08 08:46:03,treatment,Mobile,0,0.0
2624,2025-09-02 14:16:04,treatment,Tablet,0,0.0
2625,2025-06-09 09:56:12,treatment,Desktop,0,0.0
2626,2025-01-15 03:46:48,treatment,Desktop,0,0.0
2627,2024-04-05 19:02:21,control,Desktop,0,0.0
2628,2024-10-05 03:04:53,treatment,Desktop,0,0.0
2629,2025-01-25 11:53:58,treatment,Desktop,1,45.61
2630,2025-07-10 05:55:34,treatment,Mobile,1,49.98
2631,2025-03-04 17:11:36,treatment,Mobile,0,0.0
2632,2024-04-22 17:48:00,treatment,Desktop,0,0.0
2633,2025-05-31 07:55:58,treatment,Mobile,0,0.0
2634,2024-05-25 18:51:41,control,Desktop,0,0.0
2635,2025-03-02 02:23:15,treatment,Tablet,0,0.0
2636,2025-04-13 10:08:38,treatment,Desktop,0,0.0
2637,2025-07-17 23:24:35,control,Desktop,0,0.0
2638,2024-04-23 21:43:30,control,Desktop,0,0.0
2639,2024-04-26 14:06:31,treatment,Desktop,0,0.0
2640,2024-10-12 05:07:49,control,Desktop,0,0.0
2641,2024-12-24 10:38:33,control,Mobile,0,0.0
2642,2024-12-21 15:25:59,control,Mobile,0,0.0
2643,2024-05-24 03:46:36,treatment,Desktop,0,0.0
2644,2025-09-04 23:03:47,treatment,Desktop,0,0.0
2645,2024-07-14 03:11:41,treatment,Mobile,1,102.82
2646,2025-01-10 01:12:18,treatment,Mobile,0,0.0
2647,2024-07-27 12:26:51,treatment,Mobile,0,0.0
2648,2025-06-27 05:16:41,treatment,Tablet,1,103.33
2649,2025-01-13 06:05:01,treatment,Tablet,0,0.0
2650,2024-07-19 13:35:41,control,Mobile,0,0.0
2651,2024-09-15 10:29:36,control,Tablet,0,0.0
2652,2024-06-27 04:07:17,treatment,Desktop,0,0.0
2653,2025-08-19 00:20:12,control,Mobile,0,0.0
2654,2024-08-23 11:30:11,treatment,Desktop,0,0.0
2655,2024-12-05 07:07:23,treatment,Mobile,0,0.0
2656,2024-11-24 12:36:09,treatment,Desktop,0,0.0
2657,2025-03-05 15:32:26,control,Mobile,0,0.0
2658,2024-12-23 09:28:07,treatment,Desktop,0,0.0
2659,2025-08-14 10:57:09,control,Mobile,0,0.0
2660,2025-02-13 07:56:03,control,Desktop,0,0.0
2661,2024-10-01 06:05:08,control,Mobile,0,0.0
2662,2025-08-24 05:19:30,treatment,Mobile,0,0.0
2663,2024-12-15 07:21:35,treatment,Mobile,0,0.0
2664,2025-04-21 06:21:56,control,Desktop,0,0.0
2665,2024-08-25 20:55:48,treatment,Mobile,0,0.0
2666,2024-06-26 19:40:02,treatment,Desktop,0,0.0
2667,2024-07-01 04:13:42,treatment,Mobile,0,0.0
2668,2024-08-01 15:54:20,treatment,Desktop,0,0.0
2669,2025-05-10 03:02:51,control,Desktop,0,0.0
2670,2025-01-31 11:44:30,treatment,Desktop,0,0.0
2671,2024-06-25 10:52:24,control,Mobile,0,0.0
2672,2025-07-16 22:48:31,treatment,Mobile,0,0.0
2673,2024-12-25 16:53:23,control,Desktop,0,0.0
2674,2025-02-26 09:51:10,treatment,Mobile,0,0.0
2675,2024-08-14 11:46:13,treatment,Mobile,0,0.0
2676,2024-03-31 01:05:58,control,Desktop,0,0.0
2677,2025-03-12 06:21:32,treatment,Mobile,0,0.0
2678,2025-06-24 18:37:19,treatment,Desktop,0,0.0
2679,2025-04-12 03:39:24,control,Desktop,0,0.0
2680,2025-01-17 07:32:30,treatment,Desktop,0,0.0
2681,2024-04-26 13:42:51,control,Tablet,0,0.0
2682,2024-10-27 03:04:19,control,Desktop,0,0.0
2683,2024-11-01 04:53:17,treatment,Desktop,0,0.0
2684,2025-02-28 22:00:04,treatment,Desktop,0,0.0
2685,2024-10-12 12:06:26,control,Desktop,0,0.0
2686,2025-08-24 15:13:22,control,Mobile,0,0.0
2687,2025-04-24 02:49:16,control,Desktop,0,0.0
2688,2024-04-24 20:54:04,control,Mobile,0,0.0
2689,2024-04-14 00:31:25,control,Desktop,0,0.0
2690,2025-06-11 15:17:25,treatment,Tablet,0,0.0
2691,2025-03-12 12:21:56,treatment,Desktop,0,0.0
2692,2024-06-26 03:51:16,control,Mobile,0,0.0
2693,2024-05-31 11:15:32,treatment,Desktop,0,0.0
2694,2024-06-23 11:01:15,treatment,Mobile,0,0.0
2695,2024-09-13 18:36:54,control,Mobile,0,0.0
2696,2024-12-10 11:08:16,treatment,Desktop,0,0.0
2697,2024-11-24 12:28:56,control,Mobile,0,0.0
2698,2025-05-03 21:40:36,control,Desktop,0,0.0
2699,2025-07-25 05:26:27,control,Tablet,1,27.63
2700,2024-10-17 01:17:25,control,Mobile,0,0.0
2701,2025-04-14 19:39:04,treatment,Mobile,0,0.0
2702,2024-06-01 21:42:21,control,Mobile,0,0.0
2703,2024-05-16 05:50:27,control,Desktop,0,0.0
2704,2024-04-24 03:31:18,control,Mobile,0,0.0
2705,2025-07-28 03:11:03,treatment,Mobile,0,0.0
2706,2025-08-17 06:16:01,treatment,Desktop,0,0.0
2707,2024-11-06 21:26:07,treatment,Mobile,0,0.0
2708,2025-01-23 15:19:31,treatment,Mobile,0,0.0
2709,2024-09-11 01:09:39,treatment,Desktop,0,0.0
2710,2025-03-07 07:54:26,treatment,Desktop,0,0.0
2711,2025-03-20 23:18:20,treatment,Desktop,0,0.0
2712,2025-01-28 04:55:21,control,Desktop,0,0.0
2713,2025-04-08 22:52:16,treatment,Mobile,0,0.0
2714,2024-10-19 02:27:46,control,Desktop,0,0.0
2715,2024-12-01 00:44:09,treatment,Desktop,0,0.0
2716,2025-03-03 06:34:26,treatment,Desktop,0,0.0
2717,2024-10-19 09:47:44,treatment,Mobile,0,0.0
2718,2024-04-29 10:34:39,control,Desktop,0,0.0
2719,2024-08-01 08:26:24,treatment,Desktop,0,0.0
2720,2025-07-14 08:48:52,control,Tablet,0,0.0
2721,2024-04-09 11:20:02,control,Mobile,0,0.0
2722,2024-06-03 02:25:56,control,Mobile,0,0.0
2723,2025-05-28 10:41:41,treatment,Mobile,0,0.0
2724,2024-12-31 05:59:28,control,Desktop,0,0.0
2725,2025-01-26 05:08:39,control,Mobile,0,0.0
2726,2024-07-28 08:47:30,control,Desktop,0,0.0
2727,2025-05-28 11:45:24,treatment,Desktop,0,0.0
2728,2024-04-09 13:21:21,control,Desktop,0,0.0
2729,2025-04-05 15:11:24,control,Desktop,1,109.2
2730,2024-06-29 00:52:09,control,Desktop,0,0.0
2731,2024-07-04 21:37:05,treatment,Mobile,0,0.0
2732,2024-05-23 10:34:05,treatment,Mobile,0,0.0
2733,2025-05-19 17:58:54,treatment,Desktop,0,0.0
2734,2025-06-24 20:45:51,control,Desktop,0,0.0
2735,2024-11-22 11:38:16,control,Mobile,0,0.0
2736,2024-04-12 04:48:11,treatment,Desktop,0,0.0
2737,2024-10-16 06:20:56,treatment,Desktop,0,0.0
2738,2025-02-21 15:06:17,treatment,Desktop,0,0.0
2739,2025-04-04 10:17:17,treatment,Desktop,0,0.0
2740,2025-04-15 01:24:06,control,Desktop,0,0.0
2741,2024-06-17 02:56:18,treatment,Mobile,0,0.0
2742,2024-09-21 06:56:50,control,Desktop,0,0.0
2743,2025-08-06 07:00:23,treatment,Desktop,0,0.0
2744,2024-05-28 23:03:39,control,Mobile,0,0.0
2745,2025-04-09 10:44:50,control,Desktop,0,0.0
2746,2025-07-16 20:10:40,control,Desktop,0,0.0
2747,2025-04-12 05:58:24,control,Desktop,0,0.0
2748,2024-07-19 23:36:38,treatment,Mobile,1,126.63
2749,2024-09-03 12:13:16,control,Desktop,0,0.0
2750,2024-11-23 03:02:39,treatment,Desktop,0,0.0
2751,2025-04-04 03:42:15,control,Desktop,0,0.0
2752,2025-02-18 15:39:39,control,Mobile,0,0.0
2753,2024-04-04 13:58:46,treatment,Desktop,0,0.0
2754,2025-02-27 21:28:43,control,Desktop,0,0.0
2755,2025-02-17 11:19:47,control,Desktop,0,0.0
2756,2025-05-23 22:24:16,treatment,Desktop,0,0.0
2757,2025-02-26 05:55:27,control,Desktop,0,0.0
2758,2025-07-15 18:18:14,treatment,Desktop,0,0.0
2759,2025-05-05 10:06:36,control,Desktop,0,0.0
2760,2024-10-06 03:26:28,treatment,Desktop,0,0.0
2761,2024-07-08 02:54:23,control,Tablet,0,0.0
2762,2025-02-11 08:26:57,treatment,Desktop,0,0.0
2763,2024-03-29 08:26:12,treatment,Desktop,0,0.0
2764,2024-06-05 21:27:02,control,Desktop,0,0.0
2765,2025-07-23 10:20:12,treatment,Desktop,0,0.0
2766,2025-08-01 06:18:11,control,Desktop,0,0.0
2767,2024-04-04 23:23:33,control,Desktop,0,0.0
2768,2025-02-19 00:18:12,treatment,Desktop,0,0.0
2769,2025-02-01 05:28:01,treatment,Desktop,0,0.0
2770,2024-07-21 09:20:54,control,Desktop,0,0.0
2771,2024-10-15 05:30:44,control,Desktop,0,0.0
2772,2025-06-24 04:23:00,control,Mobile,0,0.0
2773,2025-06-27 22:50:54,treatment,Desktop,0,0.0
2774,2024-03-27 01:47:13,treatment,Desktop,0,0.0
2775,2025-07-15 15:00:30,control,Desktop,0,0.0
2776,2024-03-25 04:36:07,control,Desktop,0,0.0
2777,2025-03-01 12:23:50,control,Desktop,0,0.0
2778,2025-04-17 15:40:04,treatment,Desktop,0,0.0
2779,2025-01-12 01:33:35,control,Desktop,0,0.0
2780,2025-05-04 10:31:07,treatment,Desktop,0,0.0
2781,2024-09-07 03:22:23,control,Mobile,0,0.0
2782,2025-02-27 14:48:17,treatment,Mobile,0,0.0
2783,2024-10-05 14:23:10,treatment,Mobile,0,0.0
